user_id,item_id,rating,timestamp
1,31,3,1602125202
1,159,3,1613360441
1,21,3,1614629086
1,173,3,1623660639
1,123,5,1635172381
1,235,3,1638720731
1,17,5,1646820597
1,72,4,1646996570
1,229,2,1651477307
1,250,4,1654616373
1,94,5,1665252242
1,184,2,1667684008
1,52,3,1680076685
1,165,4,1682022913
1,50,2,1684583133
1,232,2,1691753200
1,18,5,1692419250
1,39,4,1693553503
2,5,2,1602589005
2,138,4,1607534154
2,142,3,1607863627
2,50,3,1610786533
2,100,3,1614002517
2,34,3,1618319060
2,221,3,1620960159
2,192,2,1622695064
2,79,5,1625961364
2,109,2,1631974955
2,241,1,1634807120
2,107,4,1638246992
2,61,3,1640057575
2,225,5,1640465669
2,174,3,1640847828
2,80,3,1642507392
2,140,1,1646164441
2,68,5,1657603400
2,124,5,1657861017
2,188,4,1658382626
2,132,4,1663094696
2,168,4,1666096619
2,139,4,1675022790
2,52,4,1675533016
2,54,4,1676303717
2,249,3,1685040580
2,198,4,1694127894
3,244,3,1601552394
3,36,4,1606576925
3,62,2,1610088306
3,30,3,1610181570
3,232,4,1610454220
3,61,5,1612604273
3,210,3,1619424138
3,79,3,1623114089
3,111,3,1623573012
3,39,4,1634118594
3,123,4,1635043321
3,125,5,1639878502
3,103,4,1641391647
3,155,3,1655174917
3,136,4,1661101653
3,2,5,1662489751
3,18,4,1663234041
3,202,5,1663838491
3,237,5,1663895127
3,175,4,1676296633
3,34,4,1677074618
3,139,5,1677766655
3,195,4,1683846498
3,188,5,1688805528
4,143,3,1601826014
4,225,3,1602352022
4,223,1,1604953444
4,79,4,1608241644
4,39,2,1609889149
4,165,3,1610885113
4,109,3,1611997775
4,160,4,1614095618
4,197,3,1615427676
4,183,2,1617202357
4,167,3,1619126416
4,94,5,1619139344
4,123,3,1620768869
4,205,3,1622197283
4,65,3,1624095564
4,244,4,1624739005
4,168,4,1625496193
4,146,4,1626062352
4,157,2,1627846362
4,182,5,1628815856
4,174,3,1628950137
4,81,4,1629600951
4,141,4,1630321582
4,210,3,1632741865
4,154,3,1634579035
4,175,5,1635587777
4,203,2,1635670911
4,241,1,1636108520
4,130,4,1637087589
4,188,2,1638342199
4,139,3,1638885542
4,27,5,1641146089
4,200,3,1642945256
4,226,2,1643103762
4,132,5,1643326171
4,46,2,1643785418
4,125,3,1644539387
4,201,2,1644667212
4,136,5,1645251795
4,50,3,1646324984
4,57,3,1647371520
4,7,3,1650833858
4,206,4,1652754797
4,47,2,1654521879
4,93,3,1654968181
4,44,3,1659527200
4,169,3,1660216497
4,21,3,1664678125
4,24,3,1664790655
4,155,3,1665892388
4,86,1,1667125871
4,23,2,1667381769
4,184,4,1678342045
4,189,3,1679599796
4,236,4,1681844950
4,100,3,1682114748
4,180,4,1682376060
4,202,4,1683634609
4,52,3,1685437793
4,173,3,1686349895
4,5,3,1688180904
4,101,2,1689106724
4,111,2,1689950117
4,69,3,1692447683
4,198,4,1694179162
5,15,3,1601222873
5,50,2,1603250134
5,173,3,1603905414
5,34,4,1605197343
5,21,3,1605907099
5,221,3,1606911828
5,61,3,1608674149
5,183,2,1615284242
5,37,2,1615448887
5,93,3,1615469417
5,195,4,1615676243
5,175,4,1615714307
5,132,3,1616208241
5,198,4,1616702197
5,65,4,1619559228
5,136,4,1624038997
5,63,3,1624296291
5,69,4,1625565481
5,109,4,1627836121
5,25,5,1629245572
5,113,3,1637466108
5,13,3,1639091184
5,27,5,1639875132
5,139,3,1640520034
5,188,4,1641960480
5,31,3,1643886174
5,100,2,1646275753
5,52,3,1646322584
5,218,4,1647637786
5,229,2,1648037995
5,249,2,1649493668
5,80,4,1650187963
5,97,3,1650379573
5,189,3,1653213625
5,211,3,1653283206
5,46,2,1653517343
5,142,2,1656772189
5,39,4,1659796403
5,190,2,1660613881
5,79,3,1661707954
5,117,3,1664375021
5,250,5,1664935043
5,201,2,1666361273
5,121,3,1667935016
5,86,1,1668465713
5,125,3,1671373466
5,111,2,1673142734
5,154,3,1675035103
5,235,3,1675962274
5,226,4,1676358465
5,157,3,1677429404
5,107,3,1677906669
5,184,3,1677999843
5,203,1,1678486509
5,199,2,1678568424
5,32,3,1682291651
5,223,3,1682926283
5,210,4,1685593060
5,168,4,1685789142
5,123,2,1687884363
5,19,3,1691018865
5,98,4,1693315546
6,134,4,1604207161
6,16,1,1605222744
6,182,4,1626424430
6,18,4,1665011688
6,197,2,1670634077
6,2,5,1684644192
6,192,3,1690106973
6,39,4,1691993646
6,139,4,1692683714
7,157,4,1604027417
7,232,4,1606355797
7,85,5,1609355507
7,221,5,1611439381
7,210,4,1614316690
7,18,4,1614568106
7,175,4,1616654643
7,186,3,1617039695
7,218,3,1619984221
7,226,2,1624101322
7,140,2,1624107843
7,86,2,1626591587
7,200,5,1626711746
7,134,5,1628318742
7,128,2,1629806192
7,139,4,1630659669
7,192,4,1630846319
7,48,3,1631316456
7,79,4,1636223274
7,123,3,1640789148
7,137,4,1641056104
7,125,2,1642945412
7,107,2,1647185339
7,5,3,1647918897
7,39,5,1649590354
7,228,3,1652363568
7,243,3,1656375874
7,104,3,1661267906
7,126,2,1661856081
7,189,2,1662386552
7,188,4,1664520111
7,234,2,1666844337
7,100,2,1667779331
7,109,4,1670351367
7,178,3,1674749440
7,93,3,1678732123
7,206,2,1679253579
7,173,4,1683793259
7,61,5,1688208688
7,164,3,1693901007
7,19,3,1694449307
8,18,5,1601108414
8,184,3,1601508209
8,53,5,1601654488
8,46,4,1604105182
8,181,3,1606332255
8,101,1,1614057889
8,120,2,1616135489
8,85,4,1623828898
8,39,2,1624389577
8,21,4,1646486546
8,35,4,1647261715
8,79,4,1674752512
8,187,3,1677878142
8,61,4,1678911735
8,190,3,1680326974
8,4,2,1681733801
8,177,5,1685484055
8,62,3,1686193775
8,91,3,1689622985
9,221,5,1600678254
9,18,5,1600847475
9,200,5,1601856070
9,168,3,1602080848
9,130,2,1602681248
9,16,1,1603355646
9,134,5,1604182435
9,140,2,1604548345
9,122,3,1605936264
9,81,5,1606475393
9,31,2,1607277430
9,207,3,1608316404
9,61,5,1610174038
9,79,5,1610601029
9,214,3,1611522205
9,154,4,1611879322
9,3,2,1611960706
9,49,3,1612809682
9,50,5,1615501357
9,85,5,1615603952
9,190,3,1616500366
9,55,3,1616650454
9,25,4,1617071533
9,23,4,1620793727
9,72,4,1620905367
9,94,3,1621001363
9,13,4,1622048530
9,89,3,1622321368
9,235,3,1622600941
9,145,4,1622932136
9,113,3,1624213531
9,245,4,1624419628
9,138,4,1625887091
9,192,3,1626201609
9,166,5,1627574822
9,123,4,1627924509
9,174,3,1632294239
9,47,3,1633124125
9,243,4,1633962334
9,187,3,1634401991
9,132,5,1636723115
9,223,3,1638270754
9,46,3,1640460149
9,191,2,1641777605
9,26,3,1642521775
9,27,3,1642574414
9,232,2,1645549662
9,227,3,1647180218
9,104,4,1648279917
9,197,2,1649309880
9,182,4,1650026051
9,185,3,1650028927
9,165,3,1653268599
9,137,4,1653565526
9,111,3,1653885526
9,136,4,1654172691
9,183,3,1656116588
9,241,2,1657904268
9,175,5,1658168020
9,117,3,1658760087
9,203,2,1660903065
9,125,4,1661215495
9,238,5,1661254408
9,124,3,1661285408
9,36,4,1662978658
9,39,5,1664939263
9,198,3,1665665997
9,210,4,1666179813
9,184,5,1666342404
9,218,2,1667625040
9,150,5,1667683430
9,52,5,1669102063
9,2,5,1669168213
9,5,3,1669181638
9,139,4,1669495228
9,246,2,1670131888
9,186,3,1670986051
9,64,5,1671602210
9,30,4,1671695611
9,193,4,1673550471
9,33,4,1674273141
9,180,2,1679315702
9,240,4,1680980623
9,93,5,1685589669
9,188,3,1686288470
9,65,5,1686626323
9,225,3,1690851834
9,242,2,1691767959
9,97,3,1692203958
10,166,3,1610200544
10,79,4,1618208731
10,98,3,1623287476
10,148,4,1625573785
10,235,4,1629555708
10,123,3,1632080985
10,192,4,1638623992
10,19,4,1639845075
10,155,4,1644576738
10,13,2,1645868011
10,39,4,1646826363
10,126,4,1646838054
10,154,3,1661072468
10,109,2,1662183902
10,27,3,1667339965
10,59,3,1668114369
10,100,2,1675448279
10,219,1,1682706379
10,181,2,1693229897
11,88,4,1600533749
11,50,3,1601852063
11,79,3,1603085991
